Y	AcctBal	DuraCred	PrevPay	CredAmnt	Savings	CurrEmpl	Gender	Age	House
1	0	12	1	1092	0	0	0	49	0
1	0	7	1	2329	0	0	0	45	0
1	0	13	1	882	0	0	0	23	0
1	0	18	1	866	0	0	1	25	0
1	0	7	1	2415	0	0	0	34	0
1	0	13	1	2101	0	0	0	23	0
1	0	18	1	1301	0	1	1	32	0
1	0	18	1	1113	0	0	0	26	0
1	0	8	1	760	0	1	0	44	0
1	0	12	1	625	0	0	1	26	0
1	0	6	1	1323	1	1	0	28	0
1	0	9	1	1138	0	0	0	25	0
1	0	18	1	1795	0	1	0	48	0
1	0	15	1	2728	1	1	0	35	0
1	0	6	1	484	0	1	1	28	0
1	0	10	0	1048	0	0	0	23	0
1	0	12	1	1155	0	1	1	40	0
1	0	20	1	7057	1	1	0	36	0
1	0	15	1	1537	1	1	0	50	0
1	0	12	1	2214	0	0	0	24	0
1	1	24	1	1585	0	1	0	40	0
1	0	10	1	1521	0	0	0	31	0
1	0	36	0	3990	1	0	0	29	0
1	0	18	1	3049	0	0	0	45	0
0	0	24	1	1282	1	0	0	32	0
1	1	60	1	10144	1	1	0	21	0
1	0	12	1	1168	0	0	1	27	0
1	0	6	1	454	0	0	1	22	0
1	1	15	1	3594	0	0	0	46	0
1	1	12	1	1768	0	0	0	24	0
1	1	60	1	15653	0	1	0	21	0
1	0	12	1	2247	0	0	0	36	0
1	1	24	1	1413	0	0	1	28	0
1	0	45	1	4576	1	0	0	27	0
1	0	24	1	1231	1	1	0	57	0
0	0	36	1	8335	1	1	0	47	1
1	0	36	1	5800	0	0	0	34	0
1	0	18	1	8471	1	0	0	23	0
1	0	30	1	3622	1	1	0	57	0
1	0	6	1	1169	1	1	0	67	0
1	1	15	1	1262	1	1	0	36	0
1	0	24	1	3617	1	1	0	20	0
1	0	30	1	2181	1	1	0	36	0
0	0	48	0	7685	0	1	0	37	0
1	1	48	1	6110	0	0	0	31	1
1	1	24	1	3757	0	1	0	62	1
1	0	42	1	3394	0	0	0	65	0
1	1	36	1	6304	1	1	0	36	0
1	1	9	1	1244	1	1	0	41	0
1	1	6	1	3518	0	0	0	26	0
1	1	36	0	2613	0	0	0	27	0
1	0	48	1	7476	0	1	0	50	1
0	1	24	1	4591	1	0	0	54	0
0	0	18	1	1924	1	0	0	27	0
0	0	72	1	5595	1	0	1	24	0
0	0	48	1	6224	0	1	0	50	1
1	0	15	1	1905	0	1	0	40	0
1	1	21	1	2993	0	0	0	28	0
1	1	36	1	8947	1	1	0	31	0
1	0	24	1	4020	0	0	0	27	0
1	0	18	1	2779	0	0	1	21	0
1	1	21	1	2782	1	1	0	31	0
1	1	12	1	1884	0	1	0	39	0
1	1	36	1	11054	1	0	0	30	0
1	0	60	1	9157	1	0	0	27	1
1	0	42	0	9283	0	0	0	55	1
1	1	60	1	6527	1	0	0	34	1
1	1	15	1	3368	1	1	0	23	0
1	0	15	1	2511	0	0	0	23	0
1	0	36	1	5493	0	1	0	42	1
1	1	6	1	1338	1	0	0	62	0
1	0	9	1	1082	0	1	0	37	0
1	1	18	1	1149	1	0	0	46	0
1	0	15	1	1308	0	1	0	38	0
1	0	20	0	6148	1	1	1	31	0
1	1	12	1	1736	0	1	0	31	0
1	1	12	1	3059	1	1	0	61	0
0	0	24	1	2996	1	0	1	20	0
1	1	30	1	7596	1	1	0	63	0
1	1	30	1	4811	1	1	0	24	0
1	1	6	1	1766	0	0	1	21	0
1	0	24	1	2760	1	1	0	36	1
1	1	24	1	5507	0	1	0	44	1
1	0	9	1	1199	0	1	0	67	0
1	0	24	1	2892	0	1	0	51	1
1	0	36	1	2862	1	1	0	30	1
0	0	9	1	654	0	0	0	28	0
0	0	9	1	1136	1	1	0	32	1
0	0	24	1	4113	1	0	0	28	0
0	0	6	1	14555	1	0	0	23	0
0	0	15	0	950	0	1	0	33	0
0	0	24	1	1199	0	1	0	60	0
0	0	12	0	1082	0	0	0	48	0
0	0	30	1	2150	0	0	0	24	0
0	0	36	1	2820	0	0	0	27	0
0	0	48	1	3060	0	1	0	28	0
0	0	18	1	2600	0	0	0	65	1
0	1	21	0	5003	1	0	0	29	0
0	0	60	1	6288	0	0	0	42	1
0	1	24	1	2538	0	1	0	47	0
0	1	9	1	1478	0	1	0	22	0
0	0	39	1	4933	0	1	0	25	0
0	1	18	1	1530	0	0	0	32	0
0	0	9	0	1437	1	1	0	29	0
0	0	15	1	1275	1	0	0	24	0
0	0	24	1	1823	0	0	0	30	0
0	0	9	1	1422	0	0	0	27	1
0	0	18	1	1217	0	0	1	47	0
0	0	36	1	9271	0	1	0	24	0
0	0	36	1	2145	0	1	0	24	0
0	0	36	1	1842	0	0	0	34	0
0	0	18	1	4297	0	1	0	40	0
0	0	6	1	3384	0	0	0	44	0
0	0	18	1	1245	0	0	1	33	0
0	1	15	1	4623	1	0	0	40	0
0	0	30	1	8386	0	1	0	49	0
0	0	24	1	1024	0	0	1	48	0
0	0	36	1	14318	0	1	0	57	1
0	0	6	0	433	1	0	0	24	0
0	0	12	0	2149	0	0	0	29	1
0	1	24	1	2397	1	1	0	35	0
0	0	6	0	931	1	0	0	32	0
0	0	15	1	1512	1	0	1	61	0
0	0	24	0	4241	0	0	0	36	0
0	0	24	1	4736	0	0	0	25	0
0	0	15	0	1778	0	0	0	26	0
0	0	15	1	2327	0	0	0	25	0
0	0	24	0	6872	0	0	0	55	0
0	0	12	1	795	0	0	0	53	0
0	0	30	1	1908	0	1	0	66	0
0	0	36	0	1953	0	1	0	61	1
0	0	18	1	2864	0	0	0	34	0
0	0	21	1	2319	0	0	0	33	0
0	0	24	1	915	1	1	0	29	0
0	0	24	1	947	0	1	0	38	1
0	0	24	1	1381	1	0	0	35	0
0	0	24	1	1285	1	1	0	32	0
0	0	24	1	1371	1	0	0	25	0
0	0	18	1	1042	1	0	0	33	0
0	0	12	1	900	1	0	1	23	0
0	0	24	1	1207	0	0	0	24	0
0	0	18	0	2278	1	0	0	28	0
0	0	60	1	6836	0	1	0	63	0
0	0	24	1	3345	0	1	0	39	0
0	0	6	0	1198	0	1	0	35	1
0	0	48	1	15672	0	0	0	23	0
0	0	60	1	7297	0	1	0	36	0
0	1	18	1	1943	0	0	0	23	0
0	0	18	1	3190	0	0	0	24	0
0	0	9	0	5129	0	1	0	74	1
0	1	18	1	1808	0	1	0	22	0
0	0	10	1	1240	1	1	0	48	1
0	0	12	1	759	0	1	0	26	0
0	0	8	1	1237	0	0	0	24	0
0	1	9	1	1980	0	0	0	19	0
0	0	48	1	10961	1	1	0	27	0
0	0	36	1	6887	0	0	0	29	0
0	0	24	1	1938	0	0	0	32	0
0	0	21	1	1835	0	0	0	25	0
0	0	24	1	1659	0	0	0	29	0
0	0	6	1	1209	0	0	0	47	0
0	0	48	0	3844	1	1	0	34	1
0	0	12	1	4843	0	1	0	43	0
0	0	12	1	639	0	0	0	30	0
0	0	48	1	5951	0	0	0	22	0
0	0	36	0	3804	0	0	0	42	0
0	1	36	1	4463	0	0	0	26	0
0	1	36	1	7980	1	0	0	27	0
0	0	36	1	4210	0	0	0	26	0
0	1	6	1	4611	0	0	0	32	0
0	0	24	1	11560	0	0	0	23	0
0	1	18	0	4165	0	0	0	36	0
0	0	24	1	4057	0	1	0	43	0
0	1	18	0	6458	0	1	0	39	0
0	1	12	1	1386	1	0	0	26	0
0	0	36	1	1977	1	1	0	40	0
0	0	18	1	1928	0	0	0	31	0
0	1	12	1	1123	1	0	0	29	0
0	0	24	1	11328	0	0	0	29	0
0	0	24	1	11938	0	0	0	39	0
0	0	27	1	2520	1	0	0	23	0
0	0	30	1	1919	1	0	0	30	0
0	0	60	0	14782	1	1	0	60	1
0	0	36	1	2671	1	0	0	50	1
0	0	36	1	12612	1	0	0	47	1
0	0	45	1	3031	1	0	0	21	0
0	0	12	0	626	0	0	0	24	0
0	0	24	1	1935	0	1	0	31	0
0	0	24	1	1344	1	1	0	37	0
0	1	18	1	1533	0	0	1	43	0
0	0	48	1	3931	0	1	0	46	1
0	0	24	0	3349	1	0	0	30	1
0	0	36	1	2302	0	0	0	31	0
0	0	42	1	3965	0	0	0	34	0
0	0	12	1	727	1	0	1	33	0
0	1	48	1	3914	1	0	0	38	0
0	0	48	1	4308	0	0	0	24	0
0	0	12	1	1534	0	0	1	23	0
0	1	18	1	2775	0	1	0	31	0
0	0	40	1	5998	0	0	0	27	0
0	0	15	1	1271	1	0	0	39	1
0	0	12	1	1295	0	0	0	25	0
0	0	36	1	9398	0	0	1	28	0
0	0	12	1	951	1	0	0	27	0
0	0	24	1	1355	0	0	0	25	0
0	0	48	1	3051	0	0	0	54	0
0	1	36	1	7855	0	0	0	25	0
0	1	18	1	433	0	0	0	22	0
0	1	36	1	9572	0	0	0	28	0
0	0	24	0	1837	0	1	0	34	1
0	0	30	1	4249	0	0	1	28	0
0	0	30	1	5234	0	0	1	28	0
0	0	48	1	6758	0	0	0	31	0
0	0	9	1	1366	0	0	0	22	0
0	0	24	0	1358	1	1	0	40	0
0	0	18	1	2473	0	0	0	25	0
0	0	9	0	1337	0	0	0	34	0
0	0	48	1	7763	0	1	0	42	1
0	0	15	0	1264	1	0	1	25	0
0	0	15	1	2631	1	0	0	28	0
0	0	48	1	6560	1	1	0	24	0
0	0	24	1	3123	0	0	0	27	0
0	0	36	1	8065	0	0	0	25	0
0	0	24	1	2439	0	0	0	35	0
0	0	36	1	9034	1	0	0	29	0
0	0	60	1	14027	0	1	0	27	0
0	0	36	1	9629	0	1	0	24	0
0	0	12	1	1484	1	0	1	25	0
0	0	18	1	1131	0	0	0	33	0
0	0	24	1	2064	0	0	0	34	0
0	0	18	1	12976	0	0	0	38	1
0	1	21	1	2580	1	0	0	41	0
0	1	27	1	2570	0	0	0	21	0
0	0	27	1	3915	0	0	0	36	0
0	1	10	1	1309	1	0	0	27	0
0	0	24	1	4817	0	1	0	31	0
0	0	12	1	2579	0	0	0	33	0
0	0	36	1	2225	0	1	0	57	1
0	0	18	1	4153	0	0	0	42	0
0	0	18	0	3114	0	0	0	26	0
0	0	18	1	2124	0	0	0	24	0
0	0	18	0	1553	0	0	0	44	0
0	0	30	1	2406	0	1	0	23	0
0	0	24	1	1333	0	0	0	43	1
0	0	48	0	7119	0	0	0	53	1
0	0	24	1	4870	0	0	0	53	1
0	0	12	1	691	0	1	0	35	0
0	0	42	1	4370	0	1	0	26	0
0	0	36	0	2746	0	1	0	31	0
0	0	24	0	4110	0	1	0	23	0
0	0	18	1	2462	0	0	0	22	0
0	0	12	1	1282	0	0	0	20	0
0	0	12	0	2969	0	0	0	25	0
0	0	48	0	4605	0	1	0	24	1
0	0	48	1	6331	0	1	0	46	1
0	0	24	0	3552	0	1	0	27	0
0	0	12	0	697	0	0	0	46	0
0	0	24	1	1442	0	1	0	23	0
0	0	27	0	5293	0	0	0	50	0
0	0	21	1	3414	0	0	0	26	0
0	0	18	1	2039	0	0	0	20	0
0	0	24	0	3161	0	0	0	31	0
0	0	12	1	902	0	1	1	21	0
0	0	48	1	10297	0	1	0	39	1
0	0	48	0	14421	0	0	0	25	0
0	0	18	1	1056	0	1	0	30	0
0	0	12	1	1274	0	0	0	37	0
0	0	12	1	1223	0	1	0	46	0
0	0	12	1	1372	0	1	0	36	0
0	0	16	1	2625	0	1	0	43	0
0	0	20	1	2235	0	0	1	33	0
0	0	9	1	959	0	0	0	29	0
0	0	18	1	884	0	1	0	36	0
0	0	24	1	1246	0	0	0	23	0
0	0	36	1	8086	1	1	0	42	0
0	1	48	1	10127	1	0	0	44	1
0	0	12	1	888	0	1	0	41	0
0	1	12	1	719	0	1	0	41	0
0	0	36	1	12389	1	0	0	37	1
0	0	12	1	709	0	1	0	57	0
0	0	15	0	6850	1	0	0	34	0
0	1	10	1	2210	0	0	0	25	0
0	1	30	0	7485	1	0	0	53	0
0	0	18	0	1442	0	1	0	32	1
0	1	12	1	797	1	1	0	33	0
0	0	45	1	4746	0	0	0	24	0
0	0	12	1	939	1	1	1	28	0
0	0	21	1	1188	0	1	0	39	0
0	1	48	1	11590	1	0	0	24	0
0	0	12	0	609	0	0	0	26	0
0	0	18	1	1190	0	0	0	55	1
0	0	21	1	2767	1	1	0	61	0
0	0	30	1	3441	1	0	0	21	0
0	0	30	0	4280	1	0	0	26	0
0	0	24	1	3092	1	0	1	22	0
0	1	18	1	6761	1	0	0	68	0
0	0	12	1	1331	0	0	0	22	0
0	0	54	0	15945	0	0	0	58	0
0	0	24	1	3234	0	0	0	23	0
0	0	15	1	802	0	1	0	37	0
0	0	48	1	9960	0	0	0	26	0
0	1	24	1	8648	0	0	0	27	0
0	0	18	1	1345	0	0	1	26	0
0	0	45	1	1845	0	0	0	23	1
0	0	21	0	1647	1	0	0	40	0
0	1	48	1	4844	0	0	0	33	0
0	0	27	0	8318	0	1	0	42	1
0	0	18	1	2100	0	0	0	37	0
0	0	45	0	11816	0	1	0	29	0
0	0	6	1	448	0	0	0	23	0
0	0	30	1	11998	0	0	0	34	0
0	0	48	0	18424	0	0	0	32	0
0	0	6	1	14896	0	1	0	68	0
0	0	12	1	2762	1	1	0	25	0
0	0	12	1	3386	0	1	0	35	1
0	0	24	1	2039	0	0	1	22	0
0	1	18	1	2169	0	0	1	28	0
0	0	48	1	5096	0	0	0	30	0
0	0	18	1	1882	0	0	0	25	0
0	0	48	1	6999	0	1	1	34	0
0	1	12	1	2292	0	0	0	42	0
0	0	14	1	8978	0	1	0	45	0
0	0	12	1	674	1	1	1	20	0
0	0	18	1	976	0	0	0	23	0
0	0	24	1	2718	0	0	0	20	0
0	0	18	1	750	0	0	0	27	0
0	0	24	1	12579	0	1	0	44	1
0	0	18	1	7511	1	1	0	51	1
0	0	18	1	3966	0	1	0	33	0
0	0	12	0	6199	0	0	0	28	0
0	0	24	1	1987	0	0	0	21	0
0	0	24	1	2303	0	1	0	45	0
0	1	21	1	12680	1	1	0	30	1
0	0	12	1	6468	1	0	0	52	0
0	0	30	1	6350	1	1	0	31	0
